x,y,lon,lat
-800000.0,-2000000.0,-21.80140948635181,70.61502206702765
-1600000.0,1000000.0,-122.0053832080835,73.04072783724196
-1800000.0,1000000.0,-119.05460409907714,71.47770177062357
-2000000.0,1000000.0,-116.565051177078,69.86894542225777
1600000.0,800000.0,116.565051177078,73.92751631849924
1400000.0,800000.0,119.74488129694222,75.52212302086315
1200000.0,800000.0,123.6900675259798,77.05806334840771
1000000.0,800000.0,128.6598082540901,78.51376036973971
800000.0,800000.0,135.0,79.85649537502296
-1400000.0,1000000.0,-125.53767779197436,74.54610847993946
600000.0,800000.0,143.13010235415598,81.03709620810902
200000.0,800000.0,165.96375653207352,82.61160901024734
0.0,800000.0,180.0,82.83252397586953
-200000.0,800000.0,-165.96375653207352,82.61160901024734
-400000.0,800000.0,-153.434948822922,81.98510420485553
-600000.0,800000.0,-143.13010235415598,81.03709620810902
-800000.0,800000.0,-135.0,79.85649537502296
-1000000.0,800000.0,-128.6598082540901,78.51376036973971
-1200000.0,800000.0,-123.6900675259798,77.05806334840771
400000.0,800000.0,153.434948822922,81.98510420485553
-1200000.0,1000000.0,-129.8055710922652,75.97716069048091
-1000000.0,1000000.0,-135.0,77.31051225902662
-800000.0,1000000.0,-141.34019174590992,78.51376036973971
-800000.0,1200000.0,-146.30993247402023,77.05806334840771
-1000000.0,1200000.0,-140.19442890773482,75.97716069048091
-1200000.0,1200000.0,-135.0,74.7577315870858
-1400000.0,1200000.0,-130.6012946450045,73.42917183935587
-1600000.0,1200000.0,-126.86989764584402,72.01437798526035
-1800000.0,1200000.0,-123.6900675259798,70.53077330955618
-2000000.0,1200000.0,-120.96375653207352,68.99148024388145
1600000.0,1000000.0,122.0053832080835,73.04072783724196
1400000.0,1000000.0,125.53767779197436,74.54610847993946
1200000.0,1000000.0,129.8055710922652,75.97716069048091
1000000.0,1000000.0,135.0,77.31051225902662
800000.0,1000000.0,141.34019174590992,78.51376036973971
600000.0,1000000.0,149.03624346792648,79.54339018880059
400000.0,1000000.0,158.19859051364818,80.34495146707818
200000.0,1000000.0,168.6900675259798,80.85919208300484
0.0,1000000.0,180.0,81.03709620810902
-200000.0,1000000.0,-168.6900675259798,80.85919208300484
-400000.0,1000000.0,-158.19859051364818,80.34495146707818
-600000.0,1000000.0,-149.03624346792648,79.54339018880059
-1400000.0,800000.0,-119.74488129694222,75.52212302086315
-1600000.0,800000.0,-116.565051177078,73.92751631849924
-1800000.0,800000.0,-113.9624889745782,72.28859019771264
-2000000.0,800000.0,-111.80140948635182,70.61502206702765
800000.0,400000.0,116.565051177078,81.98510420485553
600000.0,400000.0,123.6900675259798,83.54017881952873
400000.0,400000.0,135.0,84.9336155357855
200000.0,400000.0,153.434948822922,85.99520043322497
0.0,400000.0,180.0,86.4181560383501
-200000.0,400000.0,-153.434948822922,85.99520043322497
-400000.0,400000.0,-135.0,84.9336155357855
-600000.0,400000.0,-123.6900675259798,83.54017881952873
-800000.0,400000.0,-116.565051177078,81.98510420485553
-1000000.0,400000.0,-111.80140948635182,80.34495146707818
-1200000.0,400000.0,-108.43494882292202,78.65520333101239
-1400000.0,400000.0,-105.94539590092286,76.93363481286877
-1600000.0,400000.0,-104.03624346792648,75.1898122307519
-1800000.0,400000.0,-102.52880770915152,73.42917183935587
-2000000.0,400000.0,-101.3099324740202,71.65491318614758
-2200000.0,400000.0,-100.30484646876604,69.86894542225778
1600000.0,200000.0,97.1250163489018,75.52212302086315
1400000.0,200000.0,98.13010235415598,77.31051225902662
1200000.0,200000.0,99.46232220802564,79.09037227849467
1000000.0,400000.0,111.80140948635182,80.34495146707818
-600000.0,1200000.0,-153.434948822922,77.96436180211718
1200000.0,400000.0,108.43494882292202,78.65520333101239
1600000.0,400000.0,104.03624346792648,75.1898122307519
1400000.0,600000.0,113.1985905136482,76.32815281340307
1200000.0,600000.0,116.565051177078,77.96436180211718
1000000.0,600000.0,120.96375653207352,79.54339018880059
800000.0,600000.0,126.86989764584402,81.03709620810902
600000.0,600000.0,135.0,82.397073069655
400000.0,600000.0,146.30993247402023,83.54017881952873
200000.0,600000.0,161.565051177078,84.33511094211977
0.0,600000.0,180.0,84.62605109816462
-200000.0,600000.0,-161.565051177078,84.33511094211977
-400000.0,600000.0,-146.30993247402023,83.54017881952873
-600000.0,600000.0,-135.0,82.397073069655
-800000.0,600000.0,-126.86989764584402,81.03709620810902
-1000000.0,600000.0,-120.96375653207352,79.54339018880059
-1200000.0,600000.0,-116.565051177078,77.96436180211718
-1400000.0,600000.0,-113.1985905136482,76.32815281340307
-1600000.0,600000.0,-110.55604521958348,74.65156473683712
-1800000.0,600000.0,-108.43494882292202,72.94495644858142
-2000000.0,600000.0,-106.69924423399362,71.21490181341639
-2200000.0,600000.0,-105.2551187030578,69.46566514284893
1400000.0,400000.0,105.94539590092286,76.93363481286877
1000000.0,200000.0,101.3099324740202,80.85919208300484
-400000.0,1200000.0,-161.565051177078,78.65520333101239
0.0,1200000.0,180.0,79.23928552188053
-200000.0,2000000.0,-174.28940686250036,71.92386591281547
-400000.0,2000000.0,-168.6900675259798,71.65491318614758
-600000.0,2000000.0,-163.30075576600638,71.21490181341639
-800000.0,2000000.0,-158.19859051364818,70.61502206702765
-1000000.0,2000000.0,-153.434948822922,69.86894542225777
-1200000.0,2000000.0,-149.03624346792648,68.99148024388145
1200000.0,1800000.0,146.30993247402023,70.53077330955618
1000000.0,1800000.0,150.94539590092285,71.47770177062357
0.0,2000000.0,180.0,72.01437798526035
800000.0,1800000.0,156.03751102542182,72.28859019771264
400000.0,1800000.0,167.47119229084848,73.42917183935587
200000.0,1800000.0,173.6598082540901,73.72640073397518
0.0,1800000.0,180.0,73.82665489745003
-200000.0,1800000.0,-173.6598082540901,73.72640073397518
-400000.0,1800000.0,-167.47119229084848,73.42917183935587
-600000.0,1800000.0,-161.565051177078,72.94495644858142
-800000.0,1800000.0,-156.03751102542182,72.28859019771264
-1000000.0,1800000.0,-150.94539590092285,71.47770177062357
600000.0,1800000.0,161.565051177078,72.94495644858142
200000.0,2000000.0,174.28940686250036,71.92386591281547
400000.0,2000000.0,168.6900675259798,71.65491318614758
600000.0,2000000.0,163.30075576600638,71.21490181341639
-600000.0,2600000.0,-167.0053832080835,65.91989288480002
400000.0,2400000.0,170.53767779197435,68.07239165044936
200000.0,2400000.0,175.2363583092738,68.29869930652082
0.0,2400000.0,180.0,68.37463394072095
-200000.0,2400000.0,-175.2363583092738,68.29869930652082
-400000.0,2400000.0,-170.53767779197435,68.07239165044936
-600000.0,2400000.0,-165.96375653207352,67.70004806623305
-800000.0,2400000.0,-161.565051177078,67.18842560705599
800000.0,2200000.0,160.0168934781,68.9134369074772
600000.0,2200000.0,164.74488129694222,69.46566514284893
400000.0,2200000.0,169.69515353123398,69.86894542225778
200000.0,2200000.0,174.8055710922652,70.11466068315791
0.0,2200000.0,180.0,70.19721347781848
-200000.0,2200000.0,-174.8055710922652,70.11466068315791
-400000.0,2200000.0,-169.69515353123398,69.86894542225778
-600000.0,2200000.0,-164.74488129694222,69.46566514284893
-800000.0,2200000.0,-160.0168934781,68.9134369074772
1000000.0,2000000.0,153.434948822922,69.86894542225777
800000.0,2000000.0,158.19859051364818,70.61502206702765
-1200000.0,1800000.0,-146.30993247402023,70.53077330955618
-1400000.0,1800000.0,-142.12501634890182,69.46566514284893
-1600000.0,1800000.0,-138.3664606634298,68.29869930652082
1400000.0,1600000.0,138.81407483429035,70.86990209365354
200000.0,1400000.0,171.86989764584402,77.31051225902662
0.0,1400000.0,180.0,77.43860483666694
-200000.0,1400000.0,-171.86989764584402,77.31051225902662
-400000.0,1400000.0,-164.05460409907712,76.93363481286877
-600000.0,1400000.0,-156.80140948635182,76.32815281340307
-800000.0,1400000.0,-150.25511870305778,75.52212302086315
-1000000.0,1400000.0,-144.46232220802565,74.54610847993946
-1200000.0,1400000.0,-139.3987053549955,73.42917183935587
-1400000.0,1400000.0,-135.0,72.19673326890187
-1600000.0,1400000.0,-131.18592516570965,70.86990209365354
-1800000.0,1400000.0,-127.87498365109822,69.46566514284893
1600000.0,1200000.0,126.86989764584402,72.01437798526035
1400000.0,1200000.0,130.6012946450045,73.42917183935587
1200000.0,1200000.0,135.0,74.7577315870858
1000000.0,1200000.0,140.19442890773482,75.97716069048091
800000.0,1200000.0,146.30993247402023,77.05806334840771
600000.0,1200000.0,153.434948822922,77.96436180211718
400000.0,1200000.0,161.565051177078,78.65520333101239
200000.0,1200000.0,170.53767779197435,79.09037227849467
400000.0,1400000.0,164.05460409907712,76.93363481286877
-200000.0,1200000.0,-170.53767779197435,79.09037227849467
600000.0,1400000.0,156.80140948635182,76.32815281340307
1000000.0,1400000.0,144.46232220802565,74.54610847993946
1200000.0,1600000.0,143.13010235415598,72.01437798526035
1000000.0,1600000.0,147.9946167919165,73.04072783724196
800000.0,1600000.0,153.434948822922,73.92751631849924
600000.0,1600000.0,159.44395478041653,74.65156473683712
400000.0,1600000.0,165.96375653207352,75.1898122307519
200000.0,1600000.0,172.8749836510982,75.52212302086315
0.0,1600000.0,180.0,75.6345612354388
-200000.0,1600000.0,-172.8749836510982,75.52212302086315
-400000.0,1600000.0,-165.96375653207352,75.1898122307519
-600000.0,1600000.0,-159.44395478041653,74.65156473683712
-800000.0,1600000.0,-153.434948822922,73.92751631849924
-1000000.0,1600000.0,-147.9946167919165,73.04072783724196
-1200000.0,1600000.0,-143.13010235415598,72.01437798526035
-1400000.0,1600000.0,-138.81407483429035,70.86990209365354
-1600000.0,1600000.0,-135.0,69.62606287258215
-1800000.0,1600000.0,-131.63353933657018,68.29869930652082
1600000.0,1400000.0,131.18592516570965,70.86990209365354
1400000.0,1400000.0,135.0,72.19673326890187
1200000.0,1400000.0,139.3987053549955,73.42917183935587
800000.0,1400000.0,150.25511870305778,75.52212302086315
-400000.0,2600000.0,-171.2538377374448,66.26587277224371
800000.0,200000.0,104.03624346792648,82.61160901024734
400000.0,200000.0,116.565051177078,85.99520043322497
200000.0,-800000.0,14.03624346792648,82.61160901024734
0.0,-800000.0,0.0,82.83252397586953
-200000.0,-800000.0,-14.03624346792648,82.61160901024734
-400000.0,-800000.0,-26.56505117707799,81.98510420485553
-1400000.0,-800000.0,-60.25511870305777,75.52212302086315
-1600000.0,-800000.0,-63.43494882292201,73.92751631849924
-1800000.0,-800000.0,-66.03751102542182,72.28859019771264
-2000000.0,-800000.0,-68.19859051364818,70.61502206702765
400000.0,-800000.0,26.56505117707799,81.98510420485553
-2200000.0,-800000.0,-70.01689347810003,68.9134369074772
1800000.0,-1000000.0,60.94539590092286,71.47770177062357
1600000.0,-1000000.0,57.9946167919165,73.04072783724196
1400000.0,-1000000.0,54.46232220802562,74.54610847993946
1200000.0,-1000000.0,50.19442890773481,75.97716069048091
1000000.0,-1000000.0,45.0,77.31051225902662
800000.0,-1000000.0,38.659808254090095,78.51376036973971
600000.0,-1000000.0,30.96375653207352,79.54339018880059
400000.0,-1000000.0,21.80140948635181,80.34495146707818
2000000.0,-1000000.0,63.43494882292201,69.86894542225777
600000.0,-800000.0,36.86989764584402,81.03709620810902
800000.0,-800000.0,45.0,79.85649537502296
1000000.0,-800000.0,51.34019174590991,78.51376036973971
0.0,-600000.0,0.0,84.62605109816462
-200000.0,-600000.0,-18.43494882292201,84.33511094211977
-400000.0,-600000.0,-33.690067525979785,83.54017881952873
-600000.0,-600000.0,-45.0,82.397073069655
-800000.0,-600000.0,-53.13010235415598,81.03709620810902
-1200000.0,-600000.0,-63.43494882292201,77.96436180211718
-1400000.0,-600000.0,-66.80140948635182,76.32815281340307
-1600000.0,-600000.0,-69.44395478041653,74.65156473683712
-1800000.0,-600000.0,-71.56505117707799,72.94495644858142
-2000000.0,-600000.0,-73.30075576600639,71.21490181341639
-2200000.0,-600000.0,-74.74488129694222,69.46566514284893
-2400000.0,-600000.0,-75.96375653207353,67.70004806623305
-2600000.0,-600000.0,-77.0053832080835,65.91989288480002
-2800000.0,-600000.0,-77.9052429229879,64.12639183610374
2000000.0,-800000.0,68.19859051364818,70.61502206702765
1800000.0,-800000.0,66.03751102542182,72.28859019771264
1600000.0,-800000.0,63.43494882292201,73.92751631849924
1400000.0,-800000.0,60.25511870305777,75.52212302086315
1200000.0,-800000.0,56.309932474020215,77.05806334840771
200000.0,-1000000.0,11.309932474020217,80.85919208300484
0.0,-1000000.0,0.0,81.03709620810902
-200000.0,-1000000.0,-11.309932474020217,80.85919208300484
-400000.0,-1000000.0,-21.80140948635181,80.34495146707818
400000.0,-1400000.0,15.945395900922858,76.93363481286877
200000.0,-1400000.0,8.13010235415598,77.31051225902662
0.0,-1400000.0,0.0,77.43860483666694
-200000.0,-1400000.0,-8.13010235415598,77.31051225902662
-400000.0,-1400000.0,-15.945395900922858,76.93363481286877
-600000.0,-1400000.0,-23.19859051364819,76.32815281340307
-2000000.0,-1400000.0,-55.00797980144134,67.99744594706644
-2200000.0,-1400000.0,-57.52880770915151,66.4757495709774
-2400000.0,-1400000.0,-59.74356283647074,64.90875897352933
0.0,-1600000.0,0.0,75.6345612354388
-200000.0,-1600000.0,-7.125016348901798,75.52212302086315
-400000.0,-1600000.0,-14.03624346792648,75.1898122307519
-600000.0,-1600000.0,-20.556045219583467,74.65156473683712
-800000.0,-1600000.0,-26.56505117707799,73.92751631849924
-200000.0,-1800000.0,-6.34019174590991,73.72640073397518
-400000.0,-1800000.0,-12.528807709151511,73.42917183935587
-600000.0,-1800000.0,-18.43494882292201,72.94495644858142
-800000.0,-1800000.0,-23.962488974578186,72.28859019771264
-600000.0,-2000000.0,-16.69924423399362,71.21490181341639
600000.0,-1400000.0,23.19859051364819,76.32815281340307
200000.0,-600000.0,18.43494882292201,84.33511094211977
800000.0,-1400000.0,29.74488129694223,75.52212302086315
-2400000.0,-1200000.0,-63.43494882292201,65.78279781501003
-1400000.0,-1000000.0,-54.46232220802562,74.54610847993946
-1600000.0,-1000000.0,-57.9946167919165,73.04072783724196
-1800000.0,-1000000.0,-60.94539590092286,71.47770177062357
-2000000.0,-1000000.0,-63.43494882292201,69.86894542225777
-2200000.0,-1000000.0,-65.55604521958347,68.22301578214471
1200000.0,-1200000.0,45.0,74.7577315870858
1000000.0,-1200000.0,39.80557109226519,75.97716069048091
800000.0,-1200000.0,33.690067525979785,77.05806334840771
600000.0,-1200000.0,26.56505117707799,77.96436180211718
400000.0,-1200000.0,18.43494882292201,78.65520333101239
200000.0,-1200000.0,9.462322208025617,79.09037227849467
0.0,-1200000.0,0.0,79.23928552188053
-200000.0,-1200000.0,-9.462322208025617,79.09037227849467
-400000.0,-1200000.0,-18.43494882292201,78.65520333101239
-600000.0,-1200000.0,-26.56505117707799,77.96436180211718
-1600000.0,-1200000.0,-53.13010235415598,72.01437798526035
-1800000.0,-1200000.0,-56.309932474020215,70.53077330955618
-2000000.0,-1200000.0,-59.03624346792648,68.99148024388145
-2200000.0,-1200000.0,-61.38954033403478,67.4063530959323
1000000.0,-1400000.0,35.53767779197438,74.54610847993946
600000.0,200000.0,108.43494882292202,84.33511094211977
400000.0,-600000.0,33.690067525979785,83.54017881952873
800000.0,-600000.0,53.13010235415598,81.03709620810902
0.0,0.0,0.0,90.0
-200000.0,0.0,-90.0,88.20931442355077
-400000.0,0.0,-90.0,86.4181560383501
-600000.0,0.0,-90.0,84.62605109816462
-800000.0,0.0,-90.0,82.83252397586953
-1000000.0,0.0,-90.0,81.03709620810902
-1200000.0,0.0,-90.0,79.23928552188053
-1400000.0,0.0,-90.0,77.43860483666694
200000.0,0.0,90.0,88.20931442355077
-1600000.0,0.0,-90.0,75.6345612354388
-2000000.0,0.0,-90.0,72.01437798526035
-2200000.0,0.0,-90.0,70.19721347781848
-2400000.0,0.0,-90.0,68.37463394072095
1800000.0,-200000.0,83.6598082540901,73.72640073397518
1600000.0,-200000.0,82.8749836510982,75.52212302086315
1400000.0,-200000.0,81.86989764584403,77.31051225902662
1200000.0,-200000.0,80.53767779197439,79.09037227849467
1000000.0,-200000.0,78.69006752597979,80.85919208300484
-1800000.0,0.0,-90.0,73.82665489745003
400000.0,0.0,90.0,86.4181560383501
600000.0,0.0,90.0,84.62605109816462
800000.0,0.0,90.0,82.83252397586953
200000.0,200000.0,135.0,87.46747675182161
0.0,200000.0,180.0,88.20931442355077
-200000.0,200000.0,-135.0,87.46747675182161
-400000.0,200000.0,-116.565051177078,85.99520043322497
-600000.0,200000.0,-108.43494882292202,84.33511094211977
-800000.0,200000.0,-104.03624346792648,82.61160901024734
-1000000.0,200000.0,-101.3099324740202,80.85919208300484
-1200000.0,200000.0,-99.46232220802564,79.09037227849467
-1400000.0,200000.0,-98.13010235415598,77.31051225902662
-1600000.0,200000.0,-97.1250163489018,75.52212302086315
-1800000.0,200000.0,-96.3401917459099,73.72640073397518
-2000000.0,200000.0,-95.71059313749964,71.92386591281547
-2200000.0,200000.0,-95.1944289077348,70.11466068315791
-2400000.0,200000.0,-94.76364169072616,68.29869930652082
1800000.0,0.0,90.0,73.82665489745003
1600000.0,0.0,90.0,75.6345612354388
1400000.0,0.0,90.0,77.43860483666694
1200000.0,0.0,90.0,79.23928552188053
1000000.0,0.0,90.0,81.03709620810902
800000.0,-200000.0,75.96375653207353,82.61160901024734
600000.0,-200000.0,71.56505117707799,84.33511094211977
400000.0,-200000.0,63.43494882292201,85.99520043322497
200000.0,-200000.0,45.0,87.46747675182161
0.0,-400000.0,0.0,86.4181560383501
-200000.0,-400000.0,-26.56505117707799,85.99520043322497
-400000.0,-400000.0,-45.0,84.9336155357855
-600000.0,-400000.0,-56.309932474020215,83.54017881952873
-800000.0,-400000.0,-63.43494882292201,81.98510420485553
-1200000.0,-400000.0,-71.56505117707799,78.65520333101239
-1400000.0,-400000.0,-74.05460409907715,76.93363481286877
-1600000.0,-400000.0,-75.96375653207353,75.1898122307519
-1800000.0,-400000.0,-77.47119229084849,73.42917183935587
-2000000.0,-400000.0,-78.69006752597979,71.65491318614758
-2400000.0,-400000.0,-80.53767779197439,68.07239165044936
-2600000.0,-400000.0,-81.2538377374448,66.26587277224371
-2800000.0,-400000.0,-81.86989764584403,64.44967471965828
2000000.0,-600000.0,73.30075576600639,71.21490181341639
1800000.0,-600000.0,71.56505117707799,72.94495644858142
1600000.0,-600000.0,69.44395478041653,74.65156473683712
1400000.0,-600000.0,66.80140948635182,76.32815281340307
1200000.0,-600000.0,63.43494882292201,77.96436180211718
1000000.0,-600000.0,59.03624346792648,79.54339018880059
200000.0,-400000.0,26.56505117707799,85.99520043322497
600000.0,-600000.0,45.0,82.397073069655
400000.0,-400000.0,45.0,84.9336155357855
800000.0,-400000.0,63.43494882292201,81.98510420485553
0.0,-200000.0,0.0,88.20931442355077
-200000.0,-200000.0,-45.0,87.46747675182161
-400000.0,-200000.0,-63.43494882292201,85.99520043322497
-600000.0,-200000.0,-71.56505117707799,84.33511094211977
-800000.0,-200000.0,-75.96375653207353,82.61160901024734
-1000000.0,-200000.0,-78.69006752597979,80.85919208300484
-1200000.0,-200000.0,-80.53767779197439,79.09037227849467
-1400000.0,-200000.0,-81.86989764584403,77.31051225902662
-1600000.0,-200000.0,-82.8749836510982,75.52212302086315
-1800000.0,-200000.0,-83.6598082540901,73.72640073397518
-2000000.0,-200000.0,-84.28940686250036,71.92386591281547
-2200000.0,-200000.0,-84.8055710922652,70.11466068315791
-2400000.0,-200000.0,-85.23635830927383,68.29869930652082
-2600000.0,-200000.0,-85.60129464500447,66.4757495709774
1800000.0,-400000.0,77.47119229084849,73.42917183935587
1600000.0,-400000.0,75.96375653207353,75.1898122307519
1400000.0,-400000.0,74.05460409907715,76.93363481286877
1200000.0,-400000.0,71.56505117707799,78.65520333101239
1000000.0,-400000.0,68.19859051364818,80.34495146707818
600000.0,-400000.0,56.309932474020215,83.54017881952873
-200000.0,2600000.0,-175.6012946450045,66.4757495709774
